 --- Query # 0 - "QU What are the effects of calcium on the physical properties of mucus   from CF patients? "
 ------ Doc # 10 = 0.051097
 ------ Doc # 268 = 0.050988
 ------ Doc # 747 = 0.050887
 ------ Doc # 210 = 0.050657
 ------ Doc # 911 = 0.050460
 ------ Doc # 1031 = 0.050035
 ------ Doc # 147 = 0.049765
 ------ Doc # 981 = 0.049401
 ------ Doc # 825 = 0.049302
 ------ Doc # 797 = 0.049028
 ------ Doc # 943 = 0.048754
 ------ Doc # 386 = 0.048743
 ------ Doc # 304 = 0.048448
 ------ Doc # 74 = 0.048409
 ------ Doc # 1162 = 0.048050
 ------ Doc # 864 = 0.047998
 ------ Doc # 175 = 0.047799
 ------ Doc # 1165 = 0.047083
 ------ Doc # 232 = 0.047067
 ------ Doc # 320 = 0.046667
 ------ Doc # 950 = 0.046614
 ------ Doc # 436 = 0.046470
 ------ Doc # 137 = 0.046353
 ------ Doc # 798 = 0.046046
 ------ Doc # 88 = 0.045971
 ------ Doc # 139 = 0.045953
 ------ Doc # 65 = 0.045845
 ------ Doc # 450 = 0.045798
 ------ Doc # 32 = 0.045723
 ------ Doc # 916 = 0.045591
 ------ Doc # 713 = 0.045471
 ------ Doc # 758 = 0.045196
 ------ Doc # 361 = 0.045139
 ------ Doc # 189 = 0.045130
 ------ Doc # 229 = 0.044992
 ------ Doc # 1042 = 0.044409
 ------ Doc # 18 = 0.044408
 ------ Doc # 1120 = 0.044389
 ------ Doc # 540 = 0.044289
 ------ Doc # 278 = 0.043994
 ------ Doc # 190 = 0.043770
 ------ Doc # 1028 = 0.043706
 ------ Doc # 822 = 0.043594
 ------ Doc # 687 = 0.043580
 ------ Doc # 392 = 0.043559
 ------ Doc # 125 = 0.043372
 ------ Doc # 322 = 0.043337
 ------ Doc # 1 = 0.043305
 ------ Doc # 404 = 0.043205
 ------ Doc # 680 = 0.043049
 ------ Doc # 1167 = 0.042998
 ------ Doc # 1139 = 0.042988
 ------ Doc # 795 = 0.042942
 ------ Doc # 219 = 0.042836
 ------ Doc # 1066 = 0.042787
 ------ Doc # 951 = 0.042783
 ------ Doc # 1177 = 0.042772
 ------ Doc # 722 = 0.042694
 ------ Doc # 715 = 0.042645
 ------ Doc # 1055 = 0.042564
 ------ Doc # 83 = 0.042477
 ------ Doc # 1228 = 0.042445
 ------ Doc # 1229 = 0.042386
 ------ Doc # 233 = 0.042187
 ------ Doc # 738 = 0.042058
 ------ Doc # 1236 = 0.042037
 ------ Doc # 1121 = 0.041620
 ------ Doc # 1107 = 0.041347
 ------ Doc # 1161 = 0.041276
 ------ Doc # 785 = 0.041238
 ------ Doc # 956 = 0.041065
 ------ Doc # 763 = 0.040961
 ------ Doc # 1216 = 0.040840
 ------ Doc # 1128 = 0.040756
 ------ Doc # 855 = 0.040665
 ------ Doc # 716 = 0.040127
 ------ Doc # 55 = 0.039965
 ------ Doc # 398 = 0.039939
 ------ Doc # 379 = 0.039863
 ------ Doc # 886 = 0.039797
 ------ Doc # 1109 = 0.039645
 ------ Doc # 218 = 0.039639
 ------ Doc # 882 = 0.039594
 ------ Doc # 676 = 0.039566
 ------ Doc # 288 = 0.039545
 ------ Doc # 231 = 0.039045
 ------ Doc # 976 = 0.038923
 ------ Doc # 773 = 0.038797
 ------ Doc # 406 = 0.038731
 ------ Doc # 996 = 0.038703
 ------ Doc # 508 = 0.038700
 ------ Doc # 3 = 0.038614
 ------ Doc # 946 = 0.038603
 ------ Doc # 103 = 0.038484
 ------ Doc # 1010 = 0.038474
 ------ Doc # 301 = 0.038380
 ------ Doc # 746 = 0.038119
 ------ Doc # 454 = 0.038096
 ------ Doc # 793 = 0.038092
 ------ Doc # 307 = 0.038060
 ------ Doc # 494 = 0.037975
 ------ Doc # 469 = 0.037886
 ------ Doc # 522 = 0.037698
 ------ Doc # 63 = 0.037673
 ------ Doc # 289 = 0.037563
 ------ Doc # 280 = 0.037529
 ------ Doc # 635 = 0.037450
 ------ Doc # 61 = 0.037298
 ------ Doc # 904 = 0.037116
 ------ Doc # 473 = 0.036900
 ------ Doc # 852 = 0.036890
 ------ Doc # 482 = 0.036861
 ------ Doc # 776 = 0.036855
 ------ Doc # 927 = 0.036850
 ------ Doc # 393 = 0.036773
 ------ Doc # 1234 = 0.036731
 ------ Doc # 302 = 0.036504
 ------ Doc # 413 = 0.036471
 ------ Doc # 1213 = 0.036407
 ------ Doc # 254 = 0.036304
 ------ Doc # 207 = 0.036267
 ------ Doc # 923 = 0.036236
 ------ Doc # 151 = 0.035807
 ------ Doc # 199 = 0.035786
 ------ Doc # 1113 = 0.035695
 ------ Doc # 677 = 0.035657
 ------ Doc # 1223 = 0.035608
 ------ Doc # 430 = 0.035540
 ------ Doc # 846 = 0.035099
 ------ Doc # 987 = 0.034853
 ------ Doc # 743 = 0.034846
 ------ Doc # 102 = 0.034840
 ------ Doc # 600 = 0.034835
 ------ Doc # 592 = 0.034777
 ------ Doc # 108 = 0.034702
 ------ Doc # 1142 = 0.034556
 ------ Doc # 276 = 0.034554
 ------ Doc # 817 = 0.034412
 ------ Doc # 491 = 0.034353
 ------ Doc # 562 = 0.034292
 ------ Doc # 495 = 0.034184
 ------ Doc # 274 = 0.034094
 ------ Doc # 284 = 0.033947
 ------ Doc # 171 = 0.033891
 ------ Doc # 91 = 0.033780
 ------ Doc # 1170 = 0.033725
 ------ Doc # 211 = 0.033659
 ------ Doc # 226 = 0.033530
 ------ Doc # 584 = 0.033444
 ------ Doc # 918 = 0.033347
 ------ Doc # 1096 = 0.033325
 ------ Doc # 496 = 0.033277
 ------ Doc # 1122 = 0.033265
 ------ Doc # 107 = 0.033250
 ------ Doc # 234 = 0.033169
 ------ Doc # 253 = 0.033052
 ------ Doc # 71 = 0.032962
 ------ Doc # 892 = 0.032739
 ------ Doc # 995 = 0.032658
 ------ Doc # 614 = 0.032638
 ------ Doc # 523 = 0.032635
 ------ Doc # 451 = 0.032573
 ------ Doc # 1105 = 0.032546
 ------ Doc # 1186 = 0.032528
 ------ Doc # 316 = 0.032487
 ------ Doc # 559 = 0.032415
 ------ Doc # 692 = 0.032302
 ------ Doc # 986 = 0.032286
 ------ Doc # 287 = 0.032252
 ------ Doc # 633 = 0.032238
 ------ Doc # 283 = 0.032238
 ------ Doc # 818 = 0.032162
 ------ Doc # 823 = 0.032142
 ------ Doc # 742 = 0.032103
 ------ Doc # 541 = 0.031945
 ------ Doc # 225 = 0.031864
 ------ Doc # 691 = 0.031808
 ------ Doc # 266 = 0.031757
 ------ Doc # 281 = 0.031729
 ------ Doc # 265 = 0.031675
 ------ Doc # 470 = 0.031622
 ------ Doc # 425 = 0.031462
 ------ Doc # 313 = 0.031373
 ------ Doc # 402 = 0.031277
 ------ Doc # 118 = 0.031248
 ------ Doc # 536 = 0.031220
 ------ Doc # 963 = 0.031169
 ------ Doc # 187 = 0.031147
 ------ Doc # 705 = 0.031084
 ------ Doc # 142 = 0.031040
 ------ Doc # 1206 = 0.031020
 ------ Doc # 38 = 0.031009
 ------ Doc # 815 = 0.030921
 ------ Doc # 243 = 0.030890
 ------ Doc # 521 = 0.030884
 ------ Doc # 411 = 0.030846
 ------ Doc # 858 = 0.030805
 ------ Doc # 831 = 0.030778
 ------ Doc # 1123 = 0.030764
 ------ Doc # 1156 = 0.030746
 ------ Doc # 33 = 0.030731
 ------ Doc # 1052 = 0.030680
 ------ Doc # 589 = 0.030610
 ------ Doc # 1106 = 0.030605
 ------ Doc # 1201 = 0.030596
 ------ Doc # 568 = 0.030585
 ------ Doc # 1209 = 0.030558
 ------ Doc # 206 = 0.030541
 ------ Doc # 638 = 0.030534
 ------ Doc # 85 = 0.030460
 ------ Doc # 550 = 0.030433
 ------ Doc # 1000 = 0.030416
 ------ Doc # 401 = 0.030409
 ------ Doc # 771 = 0.030359
 ------ Doc # 165 = 0.030359
 ------ Doc # 394 = 0.030356
 ------ Doc # 854 = 0.030317
 ------ Doc # 525 = 0.030295
 ------ Doc # 466 = 0.030212
 ------ Doc # 248 = 0.030204
 ------ Doc # 143 = 0.030199
 ------ Doc # 971 = 0.030164
 ------ Doc # 856 = 0.030124
 ------ Doc # 1076 = 0.029978
 ------ Doc # 347 = 0.029887
 ------ Doc # 535 = 0.029885
 ------ Doc # 422 = 0.029854
 ------ Doc # 790 = 0.029807
 ------ Doc # 602 = 0.029776
 ------ Doc # 499 = 0.029687
 ------ Doc # 811 = 0.029675
 ------ Doc # 920 = 0.029589
 ------ Doc # 262 = 0.029560
 ------ Doc # 236 = 0.029522
 ------ Doc # 311 = 0.029516
 ------ Doc # 719 = 0.029498
 ------ Doc # 314 = 0.029487
 ------ Doc # 427 = 0.029386
 ------ Doc # 755 = 0.029370
 ------ Doc # 421 = 0.029359
 ------ Doc # 961 = 0.029274
 ------ Doc # 901 = 0.029167
 ------ Doc # 1099 = 0.029165
 ------ Doc # 437 = 0.029148
 ------ Doc # 611 = 0.029144
 ------ Doc # 1117 = 0.029040
 ------ Doc # 810 = 0.029010
 ------ Doc # 434 = 0.029008
 ------ Doc # 898 = 0.028994
 ------ Doc # 717 = 0.028989
 ------ Doc # 554 = 0.028964
 ------ Doc # 380 = 0.028884
 ------ Doc # 1210 = 0.028797
 ------ Doc # 1179 = 0.028788
 ------ Doc # 809 = 0.028739
 ------ Doc # 489 = 0.028691
 ------ Doc # 1219 = 0.028627
 ------ Doc # 336 = 0.028594
 ------ Doc # 1163 = 0.028552
 ------ Doc # 524 = 0.028522
 ------ Doc # 796 = 0.028489
 ------ Doc # 631 = 0.028417
 ------ Doc # 969 = 0.028412
 ------ Doc # 444 = 0.028379
 ------ Doc # 648 = 0.028369
 ------ Doc # 1050 = 0.028311
 ------ Doc # 964 = 0.028308
 ------ Doc # 59 = 0.028256
 ------ Doc # 269 = 0.028190
 ------ Doc # 936 = 0.028128
 ------ Doc # 1171 = 0.028117
 ------ Doc # 13 = 0.028076
 ------ Doc # 148 = 0.028068
 ------ Doc # 977 = 0.028029
 ------ Doc # 543 = 0.028028
 ------ Doc # 62 = 0.028020
 ------ Doc # 881 = 0.027952
 ------ Doc # 95 = 0.027945
 ------ Doc # 1024 = 0.027931
 ------ Doc # 170 = 0.027929
 ------ Doc # 1136 = 0.027890
 ------ Doc # 711 = 0.027805
 ------ Doc # 169 = 0.027686
 ------ Doc # 870 = 0.027682
 ------ Doc # 51 = 0.027681
 ------ Doc # 989 = 0.027626
 ------ Doc # 959 = 0.027595
 ------ Doc # 261 = 0.027568
 ------ Doc # 781 = 0.027544
 ------ Doc # 572 = 0.027433
 ------ Doc # 988 = 0.027394
 ------ Doc # 205 = 0.027385
 ------ Doc # 1211 = 0.027365
 ------ Doc # 693 = 0.027290
 ------ Doc # 1098 = 0.027257
 ------ Doc # 1002 = 0.027238
 ------ Doc # 905 = 0.027238
 ------ Doc # 1222 = 0.027237
 ------ Doc # 1137 = 0.027184
 ------ Doc # 1094 = 0.027170
 ------ Doc # 80 = 0.027158
 ------ Doc # 724 = 0.027121
 ------ Doc # 538 = 0.027049
 ------ Doc # 121 = 0.026987
 ------ Doc # 566 = 0.026949
 ------ Doc # 874 = 0.026918
 ------ Doc # 561 = 0.026897
 ------ Doc # 807 = 0.026796
 ------ Doc # 1182 = 0.026783
 ------ Doc # 1199 = 0.026772
 ------ Doc # 110 = 0.026703
 ------ Doc # 576 = 0.026682
 ------ Doc # 488 = 0.026661
 ------ Doc # 697 = 0.026660
 ------ Doc # 424 = 0.026579
 ------ Doc # 362 = 0.026533
 ------ Doc # 683 = 0.026434
 ------ Doc # 1085 = 0.026400
 ------ Doc # 1168 = 0.026370
 ------ Doc # 529 = 0.026272
 ------ Doc # 439 = 0.026159
 ------ Doc # 1178 = 0.026103
 ------ Doc # 772 = 0.026081
 ------ Doc # 292 = 0.026075
 ------ Doc # 1155 = 0.026057
 ------ Doc # 154 = 0.026046
 ------ Doc # 571 = 0.026038
 ------ Doc # 812 = 0.026031
 ------ Doc # 370 = 0.026009
 ------ Doc # 686 = 0.025992
 ------ Doc # 355 = 0.025969
 ------ Doc # 944 = 0.025965
 ------ Doc # 260 = 0.025943
 ------ Doc # 455 = 0.025898
 ------ Doc # 1083 = 0.025856
 ------ Doc # 1133 = 0.025757
 ------ Doc # 502 = 0.025748
 ------ Doc # 415 = 0.025738
 ------ Doc # 144 = 0.025721
 ------ Doc # 204 = 0.025699
 ------ Doc # 627 = 0.025692
 ------ Doc # 924 = 0.025645
 ------ Doc # 754 = 0.025636
 ------ Doc # 1090 = 0.025555
 ------ Doc # 528 = 0.025531
 ------ Doc # 1173 = 0.025514
 ------ Doc # 1005 = 0.025505
 ------ Doc # 928 = 0.025486
 ------ Doc # 294 = 0.025452
 ------ Doc # 867 = 0.025387
 ------ Doc # 1145 = 0.025342
 ------ Doc # 246 = 0.025329
 ------ Doc # 647 = 0.025306
 ------ Doc # 555 = 0.025277
 ------ Doc # 399 = 0.025254
 ------ Doc # 685 = 0.025206
 ------ Doc # 794 = 0.025202
 ------ Doc # 1158 = 0.025162
 ------ Doc # 895 = 0.025113
 ------ Doc # 850 = 0.025073
 ------ Doc # 160 = 0.025056
 ------ Doc # 485 = 0.024973
 ------ Doc # 1146 = 0.024942
 ------ Doc # 397 = 0.024884
 ------ Doc # 408 = 0.024807
 ------ Doc # 552 = 0.024783
 ------ Doc # 826 = 0.024745
 ------ Doc # 1185 = 0.024643
 ------ Doc # 1141 = 0.024521
 ------ Doc # 624 = 0.024486
 ------ Doc # 968 = 0.024407
 ------ Doc # 527 = 0.024391
 ------ Doc # 748 = 0.024358
 ------ Doc # 1205 = 0.024338
 ------ Doc # 1175 = 0.024319
 ------ Doc # 741 = 0.024299
 ------ Doc # 962 = 0.024291
 ------ Doc # 391 = 0.024230
 ------ Doc # 902 = 0.024164
 ------ Doc # 141 = 0.024111
 ------ Doc # 765 = 0.024111
 ------ Doc # 31 = 0.024107
 ------ Doc # 1062 = 0.024091
 ------ Doc # 1164 = 0.024077
 ------ Doc # 958 = 0.024046
 ------ Doc # 230 = 0.024024
 ------ Doc # 122 = 0.023965
 ------ Doc # 1181 = 0.023937
 ------ Doc # 501 = 0.023922
 ------ Doc # 623 = 0.023868
 ------ Doc # 656 = 0.023866
 ------ Doc # 967 = 0.023854
 ------ Doc # 409 = 0.023847
 ------ Doc # 669 = 0.023774
 ------ Doc # 689 = 0.023748
 ------ Doc # 684 = 0.023748
 ------ Doc # 534 = 0.023748
 ------ Doc # 912 = 0.023739
 ------ Doc # 829 = 0.023703
 ------ Doc # 998 = 0.023692
 ------ Doc # 740 = 0.023646
 ------ Doc # 161 = 0.023639
 ------ Doc # 70 = 0.023553
 ------ Doc # 899 = 0.023500
 ------ Doc # 690 = 0.023443
 ------ Doc # 731 = 0.023408
 ------ Doc # 1019 = 0.023359
 ------ Doc # 1132 = 0.023332
 ------ Doc # 279 = 0.023327
 ------ Doc # 588 = 0.023318
 ------ Doc # 802 = 0.023313
 ------ Doc # 632 = 0.023301
 ------ Doc # 853 = 0.023221
 ------ Doc # 497 = 0.023165
 ------ Doc # 242 = 0.023140
 ------ Doc # 984 = 0.023109
 ------ Doc # 573 = 0.023106
 ------ Doc # 173 = 0.023103
 ------ Doc # 460 = 0.023081
 ------ Doc # 39 = 0.023061
 ------ Doc # 11 = 0.023035
 ------ Doc # 784 = 0.023015
 ------ Doc # 730 = 0.023007
 ------ Doc # 89 = 0.022987
 ------ Doc # 658 = 0.022980
 ------ Doc # 930 = 0.022963
 ------ Doc # 174 = 0.022933
 ------ Doc # 184 = 0.022921
 ------ Doc # 1233 = 0.022875
 ------ Doc # 312 = 0.022834
 ------ Doc # 1057 = 0.022783
 ------ Doc # 1125 = 0.022765
 ------ Doc # 223 = 0.022748
 ------ Doc # 1237 = 0.022714
 ------ Doc # 983 = 0.022694
 ------ Doc # 585 = 0.022658
 ------ Doc # 628 = 0.022658
 ------ Doc # 1126 = 0.022547
 ------ Doc # 739 = 0.022481
 ------ Doc # 828 = 0.022432
 ------ Doc # 1224 = 0.022415
 ------ Doc # 965 = 0.022398
 ------ Doc # 64 = 0.022345
 ------ Doc # 914 = 0.022308
 ------ Doc # 749 = 0.022270
 ------ Doc # 177 = 0.022242
 ------ Doc # 167 = 0.022107
 ------ Doc # 341 = 0.022085
 ------ Doc # 972 = 0.022045
 ------ Doc # 553 = 0.022010
 ------ Doc # 390 = 0.021994
 ------ Doc # 530 = 0.021945
 ------ Doc # 1197 = 0.021932
 ------ Doc # 586 = 0.021923
 ------ Doc # 358 = 0.021897
 ------ Doc # 475 = 0.021874
 ------ Doc # 327 = 0.021843
 ------ Doc # 704 = 0.021841
 ------ Doc # 1044 = 0.021770
 ------ Doc # 640 = 0.021766
 ------ Doc # 1214 = 0.021739
 ------ Doc # 840 = 0.021681
 ------ Doc # 591 = 0.021672
 ------ Doc # 574 = 0.021501
 ------ Doc # 113 = 0.021441
 ------ Doc # 665 = 0.021382
 ------ Doc # 185 = 0.021381
 ------ Doc # 346 = 0.021346
 ------ Doc # 694 = 0.021342
 ------ Doc # 332 = 0.021314
 ------ Doc # 982 = 0.021292
 ------ Doc # 382 = 0.021277
 ------ Doc # 136 = 0.021255
 ------ Doc # 235 = 0.021207
 ------ Doc # 1014 = 0.021151
 ------ Doc # 1053 = 0.021147
 ------ Doc # 249 = 0.021146
 ------ Doc # 565 = 0.021107
 ------ Doc # 129 = 0.021077
 ------ Doc # 819 = 0.021058
 ------ Doc # 1054 = 0.021057
 ------ Doc # 50 = 0.020983
 ------ Doc # 335 = 0.020970
 ------ Doc # 1188 = 0.020955
 ------ Doc # 375 = 0.020932
 ------ Doc # 378 = 0.020903
 ------ Doc # 487 = 0.020879
 ------ Doc # 869 = 0.020864
 ------ Doc # 328 = 0.020853
 ------ Doc # 410 = 0.020841
 ------ Doc # 92 = 0.020804
 ------ Doc # 651 = 0.020799
 ------ Doc # 999 = 0.020787
 ------ Doc # 884 = 0.020762
 ------ Doc # 47 = 0.020716
 ------ Doc # 532 = 0.020694
 ------ Doc # 1203 = 0.020688
 ------ Doc # 319 = 0.020665
 ------ Doc # 1030 = 0.020520
 ------ Doc # 438 = 0.020496
 ------ Doc # 306 = 0.020488
 ------ Doc # 601 = 0.020471
 ------ Doc # 447 = 0.020447
 ------ Doc # 339 = 0.020375
 ------ Doc # 605 = 0.020322
 ------ Doc # 238 = 0.020305
 ------ Doc # 1204 = 0.020288
 ------ Doc # 845 = 0.020284
 ------ Doc # 1190 = 0.020243
 ------ Doc # 271 = 0.020204
 ------ Doc # 1192 = 0.020201
 ------ Doc # 725 = 0.020192
 ------ Doc # 77 = 0.020082
 ------ Doc # 1021 = 0.020075
 ------ Doc # 871 = 0.020046
 ------ Doc # 67 = 0.019987
 ------ Doc # 296 = 0.019968
 ------ Doc # 639 = 0.019892
 ------ Doc # 1040 = 0.019784
 ------ Doc # 953 = 0.019781
 ------ Doc # 842 = 0.019767
 ------ Doc # 947 = 0.019759
 ------ Doc # 156 = 0.019750
 ------ Doc # 1067 = 0.019707
 ------ Doc # 272 = 0.019700
 ------ Doc # 545 = 0.019700
 ------ Doc # 166 = 0.019627
 ------ Doc # 159 = 0.019606
 ------ Doc # 954 = 0.019572
 ------ Doc # 1202 = 0.019476
 ------ Doc # 282 = 0.019450
 ------ Doc # 876 = 0.019440
 ------ Doc # 201 = 0.019436
 ------ Doc # 610 = 0.019400
 ------ Doc # 407 = 0.019400
 ------ Doc # 104 = 0.019360
 ------ Doc # 597 = 0.019325
 ------ Doc # 1056 = 0.019295
 ------ Doc # 863 = 0.019287
 ------ Doc # 520 = 0.019246
 ------ Doc # 1049 = 0.019237
 ------ Doc # 903 = 0.019213
 ------ Doc # 414 = 0.019201
 ------ Doc # 593 = 0.019199
 ------ Doc # 463 = 0.019084
 ------ Doc # 1026 = 0.019052
 ------ Doc # 622 = 0.019049
 ------ Doc # 751 = 0.019039
 ------ Doc # 53 = 0.019027
 ------ Doc # 563 = 0.019016
 ------ Doc # 661 = 0.018972
 ------ Doc # 783 = 0.018892
 ------ Doc # 1147 = 0.018874
 ------ Doc # 577 = 0.018840
 ------ Doc # 237 = 0.018837
 ------ Doc # 22 = 0.018823
 ------ Doc # 598 = 0.018797
 ------ Doc # 556 = 0.018785
 ------ Doc # 727 = 0.018781
 ------ Doc # 662 = 0.018779
 ------ Doc # 196 = 0.018777
 ------ Doc # 873 = 0.018765
 ------ Doc # 227 = 0.018744
 ------ Doc # 1124 = 0.018722
 ------ Doc # 479 = 0.018685
 ------ Doc # 745 = 0.018658
 ------ Doc # 564 = 0.018600
 ------ Doc # 135 = 0.018585
 ------ Doc # 1226 = 0.018564
 ------ Doc # 590 = 0.018506
 ------ Doc # 775 = 0.018503
 ------ Doc # 164 = 0.018466
 ------ Doc # 671 = 0.018448
 ------ Doc # 453 = 0.018444
 ------ Doc # 706 = 0.018416
 ------ Doc # 625 = 0.018390
 ------ Doc # 1115 = 0.018389
 ------ Doc # 179 = 0.018372
 ------ Doc # 208 = 0.018329
 ------ Doc # 101 = 0.018326
 ------ Doc # 698 = 0.018312
 ------ Doc # 49 = 0.018301
 ------ Doc # 1134 = 0.018253
 ------ Doc # 666 = 0.018231
 ------ Doc # 973 = 0.018220
 ------ Doc # 514 = 0.018210
 ------ Doc # 877 = 0.018190
 ------ Doc # 646 = 0.018186
 ------ Doc # 381 = 0.018158
 ------ Doc # 805 = 0.018128
 ------ Doc # 957 = 0.018100
 ------ Doc # 606 = 0.018098
 ------ Doc # 1160 = 0.018090
 ------ Doc # 672 = 0.018089
 ------ Doc # 412 = 0.018086
 ------ Doc # 1143 = 0.018059
 ------ Doc # 949 = 0.018031
 ------ Doc # 985 = 0.017984
 ------ Doc # 387 = 0.017978
 ------ Doc # 383 = 0.017956
 ------ Doc # 1051 = 0.017923
 ------ Doc # 472 = 0.017878
 ------ Doc # 626 = 0.017868
 ------ Doc # 367 = 0.017860
 ------ Doc # 753 = 0.017792
 ------ Doc # 385 = 0.017785
 ------ Doc # 1016 = 0.017757
 ------ Doc # 7 = 0.017754
 ------ Doc # 860 = 0.017749
 ------ Doc # 847 = 0.017722
 ------ Doc # 1068 = 0.017702
 ------ Doc # 834 = 0.017699
 ------ Doc # 720 = 0.017653
 ------ Doc # 937 = 0.017649
 ------ Doc # 570 = 0.017588
 ------ Doc # 26 = 0.017584
 ------ Doc # 326 = 0.017581
 ------ Doc # 893 = 0.017538
 ------ Doc # 993 = 0.017495
 ------ Doc # 352 = 0.017424
 ------ Doc # 310 = 0.017416
 ------ Doc # 569 = 0.017382
 ------ Doc # 100 = 0.017376
 ------ Doc # 349 = 0.017364
 ------ Doc # 737 = 0.017359
 ------ Doc # 84 = 0.017355
 ------ Doc # 153 = 0.017334
 ------ Doc # 464 = 0.017328
 ------ Doc # 6 = 0.017304
 ------ Doc # 1093 = 0.017294
 ------ Doc # 252 = 0.017236
 ------ Doc # 178 = 0.017228
 ------ Doc # 548 = 0.017219
 ------ Doc # 557 = 0.017175
 ------ Doc # 883 = 0.017151
 ------ Doc # 112 = 0.017132
 ------ Doc # 887 = 0.017049
 ------ Doc # 486 = 0.017021
 ------ Doc # 348 = 0.016999
 ------ Doc # 291 = 0.016972
 ------ Doc # 1238 = 0.016927
 ------ Doc # 997 = 0.016921
 ------ Doc # 1166 = 0.016899
 ------ Doc # 667 = 0.016886
 ------ Doc # 214 = 0.016883
 ------ Doc # 702 = 0.016845
 ------ Doc # 343 = 0.016832
 ------ Doc # 131 = 0.016811
 ------ Doc # 43 = 0.016795
 ------ Doc # 323 = 0.016786
 ------ Doc # 176 = 0.016772
 ------ Doc # 620 = 0.016763
 ------ Doc # 567 = 0.016725
 ------ Doc # 34 = 0.016688
 ------ Doc # 888 = 0.016680
 ------ Doc # 17 = 0.016680
 ------ Doc # 54 = 0.016657
 ------ Doc # 778 = 0.016651
 ------ Doc # 670 = 0.016591
 ------ Doc # 198 = 0.016584
 ------ Doc # 1101 = 0.016565
 ------ Doc # 832 = 0.016557
 ------ Doc # 157 = 0.016523
 ------ Doc # 1027 = 0.016523
 ------ Doc # 1064 = 0.016519
 ------ Doc # 130 = 0.016505
 ------ Doc # 843 = 0.016498
 ------ Doc # 517 = 0.016488
 ------ Doc # 1119 = 0.016456
 ------ Doc # 23 = 0.016454
 ------ Doc # 1239 = 0.016447
 ------ Doc # 942 = 0.016431
 ------ Doc # 216 = 0.016424
 ------ Doc # 560 = 0.016417
 ------ Doc # 188 = 0.016400
 ------ Doc # 1180 = 0.016380
 ------ Doc # 182 = 0.016363
 ------ Doc # 786 = 0.016350
 ------ Doc # 431 = 0.016349
 ------ Doc # 1074 = 0.016343
 ------ Doc # 42 = 0.016318
 ------ Doc # 209 = 0.016272
 ------ Doc # 907 = 0.016201
 ------ Doc # 155 = 0.016190
 ------ Doc # 19 = 0.016158
 ------ Doc # 342 = 0.016142
 ------ Doc # 582 = 0.016114
 ------ Doc # 1012 = 0.016094
 ------ Doc # 1227 = 0.016038
 ------ Doc # 841 = 0.016037
 ------ Doc # 868 = 0.016027
 ------ Doc # 222 = 0.015985
 ------ Doc # 934 = 0.015979
 ------ Doc # 879 = 0.015965
 ------ Doc # 938 = 0.015956
 ------ Doc # 506 = 0.015953
 ------ Doc # 478 = 0.015952
 ------ Doc # 1157 = 0.015933
 ------ Doc # 458 = 0.015926
 ------ Doc # 728 = 0.015903
 ------ Doc # 760 = 0.015892
 ------ Doc # 851 = 0.015847
 ------ Doc # 258 = 0.015839
 ------ Doc # 481 = 0.015835
 ------ Doc # 452 = 0.015826
 ------ Doc # 138 = 0.015820
 ------ Doc # 35 = 0.015819
 ------ Doc # 476 = 0.015810
 ------ Doc # 340 = 0.015712
 ------ Doc # 935 = 0.015672
 ------ Doc # 57 = 0.015643
 ------ Doc # 259 = 0.015567
 ------ Doc # 919 = 0.015560
 ------ Doc # 217 = 0.015553
 ------ Doc # 955 = 0.015540
 ------ Doc # 1009 = 0.015535
 ------ Doc # 604 = 0.015533
 ------ Doc # 285 = 0.015528
 ------ Doc # 357 = 0.015522
 ------ Doc # 1086 = 0.015491
 ------ Doc # 45 = 0.015480
 ------ Doc # 900 = 0.015477
 ------ Doc # 152 = 0.015449
 ------ Doc # 286 = 0.015448
 ------ Doc # 701 = 0.015437
 ------ Doc # 862 = 0.015433
 ------ Doc # 133 = 0.015404
 ------ Doc # 351 = 0.015404
 ------ Doc # 925 = 0.015398
 ------ Doc # 1108 = 0.015390
 ------ Doc # 241 = 0.015369
 ------ Doc # 510 = 0.015342
 ------ Doc # 400 = 0.015334
 ------ Doc # 1232 = 0.015324
 ------ Doc # 764 = 0.015313
 ------ Doc # 1151 = 0.015313
 ------ Doc # 1070 = 0.015309
 ------ Doc # 660 = 0.015289
 ------ Doc # 228 = 0.015254
 ------ Doc # 580 = 0.015254
 ------ Doc # 799 = 0.015226
 ------ Doc # 98 = 0.015198
 ------ Doc # 1131 = 0.015188
 ------ Doc # 1071 = 0.015170
 ------ Doc # 191 = 0.015138
 ------ Doc # 1195 = 0.015133
 ------ Doc # 780 = 0.015105
 ------ Doc # 215 = 0.015097
 ------ Doc # 1196 = 0.015083
 ------ Doc # 804 = 0.015075
 ------ Doc # 813 = 0.015074
 ------ Doc # 599 = 0.015063
 ------ Doc # 630 = 0.015061
 ------ Doc # 896 = 0.015042
 ------ Doc # 1034 = 0.015021
 ------ Doc # 356 = 0.014996
 ------ Doc # 149 = 0.014989
 ------ Doc # 30 = 0.014934
 ------ Doc # 443 = 0.014914
 ------ Doc # 1104 = 0.014893
 ------ Doc # 531 = 0.014876
 ------ Doc # 449 = 0.014876
 ------ Doc # 744 = 0.014848
 ------ Doc # 1230 = 0.014824
 ------ Doc # 1235 = 0.014819
 ------ Doc # 718 = 0.014801
 ------ Doc # 445 = 0.014798
